Unnamed: 0,箱番号,サンプル番号,連番,サンプル名,サンプル名推測,メモ日付,メモ人名（ご依頼者）,メモ1,メモ2,番号A1,番号A2,番号A3,番号A,番号B1,番号B2,番号B3,番号B4,番号B,日付,個数,計測値C(g),計測値B,計測値A(%),備考
,26,679.0,805,サンプル0416,サンプル0788,サンプル1087,,サンプル1627,,,,,,,,,, ,2023-09-05 00:00:00,1131.8,23.61,21.2522123981689,13.1,
,26,680.0,806,サンプル0417,サンプル0789,サンプル1088,,サンプル1628,,,,,,,,,, ,2023-09-05 00:00:00,1107.5,23.01,22.000677428477,14.2,
,26,681.0,807,サンプル0418,サンプル0790,サンプル1089,,サンプル1629,,,,,,,,,, ,2023-09-05 00:00:00,1020.8,22.12,22.4818831401892,15.2,
,26,682.0,808,サンプル0419,サンプル0791,サンプル1090,,サンプル1630,,,,,,,,,, ,2023-09-05 00:00:00,1031.5,23.65,20.3059987566634,14.8,
,26,683.0,809,サンプル0420,サンプル0792,サンプル1091,,サンプル1631,,,,,,,,,, ,2023-09-05 00:00:00,1045.4,21.66,25.4617171833085,15.4,
,26,684.0,810,サンプル0421,サンプル0793,サンプル1092,,サンプル1632,,,,,,,,,, ,2023-09-06 00:00:00,1043.2,22.78,21.755484821126,14.1,
,26,685.0,811,サンプル0422,サンプル0794,サンプル1093,,サンプル1633,,,,,,,,,, ,2023-09-08 00:00:00,1074.1,22.13,21.9820274668298,14.4,
,26,686.0,812,サンプル0423,サンプル0795,サンプル1094,,サンプル1634,,,,,,,,,, ,2023-09-08 00:00:00,985.2,23.49,21.69504864276,12.7,
,26,687.0,813,サンプル0424,サンプル0796,サンプル1095,,サンプル1635,,,,,,,,,, ,2023-09-08 00:00:00,1045.5,23.5,22.7487622214722,13.3,
,26,688.0,814,サンプル0425,サンプル0797,サンプル1096,,サンプル1636,,,,,,,,,, ,2023-09-08 00:00:00,1048.3,23.98,22.8870825648638,14.7,
,26,689.0,815,サンプル0426,サンプル0798,サンプル1097,,サンプル1637,,,,,,,,,, ,2023-09-10 00:00:00,1128.1,24.02,21.833240681787,13.9,
,26,690.0,816,サンプル0427,サンプル0799,サンプル1098,,サンプル1638,,,,,,,,,, ,2023-09-10 00:00:00,1102.0,22.0,22.1158593805312,14.9,
,26,691.0,817,サンプル0428,サンプル0800,サンプル1099,,サンプル1639,,,,,,,,,, ,2023-09-10 00:00:00,1021.3,21.91,21.3044108236843,14.1,
,26,692.0,818,サンプル0429,サンプル0801,サンプル1100,,サンプル1640,,,,,,,,,, ,2023-09-10 00:00:00,1056.4,24.38,23.5984506731351,14.7,
,26,693.0,819,サンプル0430,サンプル0802,サンプル1101,,サンプル1641,,,,,,,,,, ,2023-09-10 00:00:00,1048.4,21.48,21.6598921761633,13.7,
,26,694.0,820,サンプル0431,サンプル0803,サンプル1102,,サンプル1642,,,,,,,,,, ,2023-09-11 00:00:00,1032.2,23.08,22.6288811534053,13.6,
,26,695.0,821,サンプル0432,サンプル0804,サンプル1103,,サンプル1643,,,,,,,,,, ,2023-09-11 00:00:00,1079.5,22.61,20.4799931090869,15.1,
,26,696.0,822,サンプル0433,サンプル0805,サンプル1104,,サンプル1644,,,,,,,,,, ,2023-09-11 00:00:00,1055.5,24.41,21.4337622850034,14.7,
,27,697.0,823,サンプル0434,サンプル0806,サンプル1105,,サンプル1645,,,,,,,,,, ,2023-09-11 00:00:00,930.0,22.95,23.3728049621989,14.3,
,27,698.0,824,サンプル0435,サンプル0807,サンプル1106,,サンプル1646,,,,,,,,,, ,2023-09-12 00:00:00,1143.7,24.4,21.2517561011552,14.9,
,27,699.0,825,サンプル0436,サンプル0808,サンプル1107,,サンプル1647,,,,,,,,,, ,2023-09-12 00:00:00,1048.2,23.9,21.1304300256439,15.0,
,27,700.0,826,サンプル0437,サンプル0809,サンプル1108,,サンプル1648,,,,,,,,,, ,2023-09-13 00:00:00,1029.1,23.03,21.6324022901921,15.1,
,27,701.0,827,サンプル0438,サンプル0810,サンプル1109,,サンプル1649,,,,,,,,,, ,2023-09-13 00:00:00,1046.7,22.91,24.6569453273323,14.1,
,27,702.0,828,サンプル0439,サンプル0811,サンプル1110,,サンプル1650,,,,,,,,,, ,2023-09-13 00:00:00,1087.1,22.81,23.6614446624523,13.8,
,27,703.0,829,サンプル0440,サンプル0812,サンプル1111,,サンプル1651,,,,,,,,,, ,2023-09-13 00:00:00,1013.7,23.39,23.5992532420749,14.4,
,27,705.0,830,サンプル0441,サンプル0813,サンプル1112,,サンプル1652,,,,,,,,,, ,2023-09-13 00:00:00,1045.2,23.68,22.0505811335821,14.6,
,27,704.0,831,サンプル0442,サンプル0814,サンプル1113,,サンプル1653,,,,,,,,,, ,2023-09-13 00:00:00,1104.6,23.33,21.6046835289525,13.4,
,27,706.0,832,サンプル0443,サンプル0815,サンプル1114,,サンプル1654,,,,,,,,,, ,2023-09-14 00:00:00,1076.6,22.67,21.6097250241213,12.8,
,27,707.0,833,サンプル0444,,サンプル1115,,サンプル1655,,,,,,,,,, ,2023-09-14 00:00:00,1101.5,24.22,23.587541766502,14.6,
,27,708.0,834,サンプル0445,サンプル0816,サンプル1116,,サンプル1656,,,,,,,,,, ,2023-09-16 00:00:00,1066.7,23.77,20.3245312455364,15.2,
,27,709.0,835,サンプル0446,サンプル0817,サンプル1117,,サンプル1657,,,,,,,,,, ,2023-09-21 00:00:00,1080.7,24.81,22.62593368657,14.4,
,27,710.0,836,サンプル0447,サンプル0818,サンプル1118,,サンプル1658,,,,,,,,,, ,2023-09-21 00:00:00,977.6,24.12,23.3891139225644,14.2,
,27,711.0,837,サンプル0448,サンプル0819,サンプル1119,,サンプル1659,,,,,,,,,, ,2023-09-28 00:00:00,1095.6,21.54,19.6408115615775,14.5,
,27,712.0,838,サンプル0449,サンプル0820,サンプル1120,,サンプル1660,,,,,,,,,, ,2023-09-28 00:00:00,1056.9,22.6,22.2796417551499,14.5,
,27,713.0,839,サンプル0450,サンプル0821,サンプル1121,,サンプル1661,,,,,,,,,, ,2023-09-28 00:00:00,1009.8,23.8,22.7569304526025,13.6,
,27,714.0,840,サンプル0451,,サンプル1122,,サンプル1662,,,,,,,,,, ,2023-09-28 00:00:00,1174.6,24.19,23.9670304849107,14.5,
,27,715.0,841,サンプル0452,サンプル0822,サンプル1123,,サンプル1663,,,,,,,,,, ,2023-09-29 00:00:00,1040.2,24.22,22.4290131704484,15.2,
,27,716.0,842,サンプル0453,サンプル0823,サンプル1124,,サンプル1664,,,,,,,,,, ,2023-09-29 00:00:00,1019.1,24.24,21.9434105852733,14.6,
,27,717.0,843,サンプル0454,サンプル0824,サンプル1125,,サンプル1665,,,,,,,,,, ,2023-09-29 00:00:00,1102.2,22.97,21.2649831712549,14.2,
,27,718.0,844,サンプル0455,サンプル0825,サンプル1126,,サンプル1666,,,,,,,,,, ,2023-09-29 00:00:00,1027.8,23.16,21.7024748658769,14.9,
,27,719.0,845,サンプル0456,,サンプル1127,,サンプル1667,,,,,,,,,, ,2023-09-30 00:00:00,1117.4,24.79,21.6483073878662,14.8,
,27,720.0,846,サンプル0457,,サンプル1128,,サンプル1668,,,,,,,,,, ,2023-09-30 00:00:00,1053.7,24.13,21.6660294260019,13.6,
,27,721.0,847,サンプル0458,サンプル0826,サンプル1129,,サンプル1669,,,,,,,,,, ,2023-10-01 00:00:00,1103.3,22.46,21.1725776164256,15.3,
,27,722.0,848,サンプル0459,,サンプル1130,,サンプル1670,,,,,,,,,, ,2023-10-01 00:00:00,970.7,22.79,21.2385153377355,14.9,
,27,723.0,849,サンプル0460,,サンプル1131,,サンプル1671,,,,,,,,,, ,2023-10-02 00:00:00,1053.0,23.97,20.8772684363118,14.6,
,27,724.0,850,サンプル0461,,サンプル1132,,サンプル1672,,,,,,,,,, ,2023-10-02 00:00:00,1051.9,20.48,21.1898092411927,14.7,
,27,725.0,851,サンプル0462,サンプル0827,サンプル1133,,サンプル1673,,,,,,,,,, ,2023-10-02 00:00:00,1048.6,25.11,22.6976328028155,14.5,
,27,726.0,852,サンプル0463,,サンプル1134,,サンプル1674,,,,,,,,,, ,2023-10-03 00:00:00,1046.2,24.12,20.7759946769305,13.8,
,27,727.0,853,サンプル0464,サンプル0828,サンプル1135,,サンプル1675,,,,,,,,,, ,2023-10-04 00:00:00,1128.9,24.14,20.6072310628608,14.8,
,27,728.0,854,サンプル0465,サンプル0829,サンプル1136,,サンプル1676,,,,,,,,,, ,2023-10-05 00:00:00,1067.3,23.64,21.5002229420842,14.4,
,27,729.0,855,サンプル0466,サンプル0830,サンプル1137,,サンプル1677,,,,,,,,,, ,2023-10-04 00:00:00,1064.4,23.32,21.9798889161037,15.1,
,27,730.0,856,サンプル0467,サンプル0831,サンプル1138,,サンプル1678,,,,,,,,,, ,2023-10-05 00:00:00,1058.0,22.29,22.6021442891757,14.0,
,27,731.0,857,サンプル0468,サンプル0832,サンプル1139,,サンプル1679,,,,,,,,,, ,2023-10-04 00:00:00,1092.4,21.96,22.5427399209411,13.8,
,27,732.0,858,サンプル0469,サンプル0833,サンプル1140,,サンプル1680,,,,,,,,,, ,2023-10-06 00:00:00,1066.3,23.87,23.8444818082656,13.7,
,27,733.0,859,サンプル0470,サンプル0834,サンプル1141,,サンプル1681,,,,,,,,,, ,2023-10-17 00:00:00,1117.7,23.95,24.8732170054683,15.1,
,27,734.0,860,サンプル0471,,サンプル1142,,サンプル1682,,,,,,,,,, ,2023-10-17 00:00:00,1027.4,23.92,24.5083671788318,14.3,
,27,735.0,861,サンプル0472,,サンプル1143,,サンプル1683,,,,,,,,,, ,2023-10-17 00:00:00,1049.1,23.62,21.4834068544108,13.9,
,27,736.0,862,サンプル0473,サンプル0835,サンプル1144,,サンプル1684,,,,,,,,,, ,2023-10-18 00:00:00,969.4,25.04,21.2309460093579,13.4,
,27,737.0,863,サンプル0474,サンプル0836,サンプル1145,,サンプル1685,,,,,,,,,, ,2023-10-19 00:00:00,1005.4,23.36,21.1834567101809,16.1,
,27,738.0,864,サンプル0475,サンプル0837,サンプル1146,,サンプル1686,,,,,,,,,, ,2023-10-18 00:00:00,1049.4,23.08,22.1825529790693,14.4,
,27,,865,サンプル0476,サンプル0838,サンプル1147,,サンプル1687,,,,,,,,,, ,2023-10-23 00:00:00,,,,,
,27,739.0,866,サンプル0477,,サンプル1148,,サンプル1688,,,,,,,,,, ,2023-10-23 00:00:00,1097.9,21.65,22.5445350649179,14.0,
,27,,867,,,,,,,,,,,,,,, ,,,,,,
,27,740.0,868,サンプル0478,,サンプル1149,,サンプル1689,,,,,,,,,, ,2023-10-24 00:00:00,1102.4,21.48,22.1756180888088,14.1,
,27,741.0,869,サンプル0479,サンプル0839,サンプル1150,,サンプル1690,,,,,,,,,, ,2023-09-30 00:00:00,1012.1,23.43,22.4489871867557,13.6,
,27,742.0,870,サンプル0480,サンプル0840,サンプル1151,,サンプル1691,,,,,,,,,, ,2023-09-30 00:00:00,1025.5,21.52,22.557879794224,14.3,
,27,743.0,871,サンプル0481,サンプル0841,サンプル1152,,サンプル1692,,,,,,,,,, ,2023-10-02 00:00:00,1074.3,23.03,21.9768169996088,15.5,
,27,,872,,,,,,,,,,,,,,, ,,,,,,
,27,744.0,873,サンプル0482,,サンプル1153,,サンプル1693,,,,,,,,,, ,2023-10-03 00:00:00,1054.3,21.17,20.4501744603543,15.3,
,27,745.0,874,サンプル0483,サンプル0842,サンプル1154,,サンプル1694,,,,,,,,,, ,2023-10-04 00:00:00,1122.2,24.55,22.3265943460692,13.9,
,27,746.0,875,サンプル0484,サンプル0843,サンプル1155,,サンプル1695,,,,,,,,,, ,2023-10-05 00:00:00,1078.1,22.76,24.2961468985856,13.3,
,27,747.0,876,サンプル0485,サンプル0844,サンプル1156,,サンプル1696,,,,,,,,,, ,2023-10-05 00:00:00,1033.2,23.73,22.9466230653576,14.1,
,28,748.0,877,サンプル0486,,サンプル1157,,サンプル1697,,,,,,,,,, ,2023-10-06 00:00:00,1013.5,22.45,21.5361024427662,14.0,
,28,749.0,878,サンプル0487,サンプル0845,サンプル1158,,サンプル1698,,,,,,,,,, ,2023-10-07 00:00:00,1063.1,22.47,23.2629114192777,14.3,
,28,750.0,879,サンプル0488,,サンプル1159,,サンプル1699,,,,,,,,,, ,2023-10-07 00:00:00,1010.6,22.99,21.9582827213065,15.0,
,28,751.0,880,サンプル0489,サンプル0846,サンプル1160,,サンプル1700,,,,,,,,,, ,2023-10-07 00:00:00,977.2,22.62,20.4718041815799,13.9,
,28,,881,,,,,,,,,,,,,,, ,,,,,,
,28,752.0,882,サンプル0490,サンプル0847,サンプル1161,,サンプル1701,,,,,,,,,, ,2023-10-09 00:00:00,1058.0,23.58,22.8156952210517,13.6,
,28,753.0,883,サンプル0491,サンプル0848,サンプル1162,,サンプル1702,,,,,,,,,, ,2023-10-09 00:00:00,1031.1,23.83,22.3856406646512,14.8,
,28,754.0,884,サンプル0492,,サンプル1163,,サンプル1703,,,,,,,,,, ,2023-10-11 00:00:00,1141.5,22.75,21.6735102043472,14.6,
,28,755.0,885,サンプル0493,サンプル0849,サンプル1164,,サンプル1704,,,,,,,,,, ,2023-10-12 00:00:00,981.7,20.91,20.7839663952514,15.0,
,28,756.0,886,サンプル0494,,サンプル1165,,サンプル1705,,,,,,,,,, ,2023-10-12 00:00:00,1006.1,23.48,23.7159784687278,13.4,
,28,757.0,887,サンプル0495,サンプル0850,サンプル1166,,サンプル1706,,,,,,,,,, ,2023-10-13 00:00:00,980.5,23.68,21.418467961376,14.0,
,28,758.0,888,サンプル0496,,サンプル1167,,サンプル1707,,,,,,,,,, ,2023-10-13 00:00:00,1098.7,22.91,23.2772459393018,15.2,
,28,759.0,889,サンプル0497,サンプル0851,サンプル1168,,サンプル1708,,,,,,,,,, ,2023-10-14 00:00:00,1099.5,23.06,25.2234646079587,14.6,
,28,760.0,890,サンプル0498,サンプル0852,サンプル1169,,サンプル1709,,,,,,,,,, ,2023-10-15 00:00:00,1044.5,24.47,20.4129479968349,15.2,
,28,761.0,891,サンプル0499,サンプル0853,サンプル1170,,サンプル1710,,,,,,,,,, ,2023-10-16 00:00:00,994.0,24.09,20.7955027314278,15.0,
,28,762.0,892,サンプル0500,サンプル0854,サンプル1171,,サンプル1711,,,,,,,,,, ,2023-10-16 00:00:00,1068.1,22.79,23.2779823027374,14.8,
,28,763.0,893,サンプル0501,,サンプル1172,,サンプル1712,,,,,,,,,, ,2023-10-16 00:00:00,1068.5,23.36,22.6108623958754,13.9,
,28,764.0,894,サンプル0502,サンプル0855,サンプル1173,,サンプル1713,,,,,,,,,, ,2023-10-16 00:00:00,1108.2,22.9,23.395457405491,14.2,
,28,765.0,895,サンプル0503,,サンプル1174,,サンプル1714,,,,,,,,,, ,2023-10-16 00:00:00,1085.4,24.29,20.9878841192423,14.5,
,28,766.0,896,サンプル0504,,サンプル1175,,サンプル1715,,,,,,,,,, ,2023-11-05 00:00:00,1082.2,21.92,24.0430127657724,16.0,
,29,960.0,897,サンプル0505,,サンプル1176,,サンプル1716,,,,,,,,,, ,2023-09-02 00:00:00,1024.3,24.85,23.4821887750554,14.8,
,29,961.0,898,サンプル0506,,サンプル1177,,サンプル1717,,,,,,,,,, ,2023-09-20 00:00:00,986.1,22.65,20.871022491838,14.3,
,29,962.0,899,サンプル0507,,サンプル1178,,サンプル1718,,,,,,,,,, ,2023-09-19 00:00:00,1102.3,23.99,21.6505530084459,14.5,
,29,963.0,900,,,サンプル1179,,サンプル1719,,20230904,1.0,H0006,202301011546H1546,,,,, ,20230904,946.0,22.25,23.0345699786334,14.6,
,29,964.0,901,サンプル0508,,サンプル1180,,サンプル1720,,,,,,,,,, ,2023-09-03 00:00:00,1107.1,25.1,21.5353282812069,14.2,
,29,965.0,902,サンプル0509,,サンプル1181,,サンプル1721,,,,,,,,,, ,2023-09-19 00:00:00,1053.6,22.13,21.3189505028856,14.8,
,29,966.0,903,サンプル0510,,サンプル1182,,サンプル1722,,,,,,,,,, ,2023-09-19 00:00:00,990.1,24.72,21.7212399237505,15.1,
,29,967.0,904,サンプル0511,,サンプル1183,,サンプル1723,,,,,,,,,, ,2023-09-21 00:00:00,1044.6,22.83,23.3071077807002,16.1,
,29,968.0,905,サンプル0512,,サンプル1184,,サンプル1724,,,,,,,,,, ,2023-09-21 00:00:00,984.7,22.03,23.337968002068,15.4,
,29,969.0,906,サンプル0513,,サンプル1185,,サンプル1725,,,,,,,,,, ,2023-09-20 00:00:00,1101.1,23.33,22.2294289284128,14.5,
,29,970.0,907,,,サンプル1186,,サンプル1726,,20230819,1.0,H0006,202301011547H1547,,,,, ,20230819,950.3,23.35,21.9860801233305,13.9,
,29,971.0,908,サンプル0514,,サンプル1187,,サンプル1727,,,,,,,,,, ,2023-09-19 00:00:00,1008.7,22.36,25.0841172006843,13.5,
,29,972.0,909,サンプル0515,,サンプル1188,,サンプル1728,,,,,,,,,, ,2023-09-20 00:00:00,1001.4,22.11,21.755234632799,15.0,
,29,973.0,910,サンプル0516,,サンプル1189,,サンプル1729,,,,,,,,,, ,2023-09-20 00:00:00,1008.7,24.82,21.4622258388781,15.2,
,29,974.0,911,,,サンプル1190,,サンプル1730,,20230819,1.0,H0011,202301011548H1548,,,,, ,20230819,1080.5,23.65,22.1487612663391,15.4,
,29,975.0,912,,,サンプル1191,,サンプル1731,,20230819,1.0,H0005,202301011549H1549,,,,, ,20230819,1083.3,22.82,20.886601195317,14.6,
,29,976.0,913,サンプル0517,,サンプル1192,,サンプル1732,,20230904,1.0,H0006,202301011550H1550,,,,, ,20230904,1032.3,23.01,22.2501922926567,14.3,
,29,977.0,914,,,サンプル1193,,サンプル1733,,20230904,1.0,H0006,202301011551H1551,,,,, ,20230904,1036.3,22.32,20.9861248893215,14.3,
,29,978.0,915,,,サンプル1194,,サンプル1734,,20230819,1.0,H0004,202301011552H1552,,,,, ,20230819,1085.6,21.88,22.5268591214821,14.9,
,29,979.0,916,サンプル0518,,サンプル1195,,サンプル1735,,,,,,,,,, ,2023-09-05 00:00:00,977.8,21.69,24.3928262573342,12.9,
,29,980.0,917,,,サンプル1196,,サンプル1736,,20230819,1.0,H0007,202301011553H1553,,,,, ,20230819,1127.5,23.3,20.6414444580856,13.1,
,29,981.0,918,,,サンプル1197,,サンプル1737,,20230819,1.0,H0003,202301011554H1554,,,,, ,20230819,1071.8,24.87,22.3819878571218,12.6,
,29,982.0,919,,,サンプル1198,,サンプル1738,,20230819,1.0,H0008,202301011555H1555,,,,, ,20230819,1176.4,23.38,24.4479598956002,14.0,
,29,983.0,920,サンプル0519,,サンプル1199,,サンプル1739,,,,,,,,,, ,2023-09-05 00:00:00,1032.4,22.28,21.5280629317284,14.2,
,29,984.0,921,,,サンプル1200,,サンプル1740,,20230819,1.0,H0010,202301011556H1556,,,,, ,20230819,986.7,23.88,21.1192829655838,15.2,
,29,985.0,922,,,サンプル1201,,サンプル1741,,20230819,1.0,H0002,202301011557H1557,,,,, ,20230819,1015.5,23.64,21.3897136830739,14.4,
,29,986.0,923,,,サンプル1202,,サンプル1742,,20230819,1.0,H0015,202301011558H1558,,,,, ,20230819,1120.5,23.42,21.2498546124474,14.7,
,29,987.0,924,,,,,サンプル1743,,20230819,1.0,H0004,202301011559H1559,,,,, ,20230819,1097.2,23.17,22.6765270277403,14.2,
,29,988.0,925,,,サンプル1203,,サンプル1744,,20230819,1.0,H0009,202301011560H1560,,,,, ,20230819,1047.0,24.33,23.7607864129254,14.0,
,29,989.0,926,サンプル0520,,サンプル1204,,サンプル1745,,,,,,,,,, ,2023-09-05 00:00:00,1115.1,22.86,21.9504675119676,13.6,
,29,990.0,927,,,サンプル1205,,サンプル1746,,20230119,1.0,H0012,202301011561H1561,,,,, ,20230119,1062.4,22.65,22.8822586981392,14.5,
,29,991.0,928,サンプル0521,,サンプル1206,,サンプル1747,,,,,,,,,, ,2023-09-07 00:00:00,1079.5,23.24,24.6805539875285,14.3,
,29,992.0,929,,,,,サンプル1748,,20230819,1.0,H0004,202301011562H1562,,,,, ,20230819,1160.9,23.51,22.1315651715643,13.6,
,29,993.0,930,,,サンプル1207,,サンプル1749,,20230819,1.0,H0016,202301011563H1563,,,,, ,20230819,1064.4,23.19,24.1188028903462,13.9,
,29,994.0,931,,,サンプル1208,,サンプル1750,,20230819,1.0,H0005,202301011564H1564,,,,, ,20230819,1026.2,21.78,22.1562367928049,13.6,
,29,995.0,932,,,,,サンプル1751,,20230819,1.0,H0004,202301011565H1565,,,,, ,20230819,1058.2,23.56,23.5539582126871,13.7,
,29,996.0,933,,,サンプル1209,,サンプル1752,,20230819,1.0,H0013,202301011566H1566,,,,, ,20230819,988.9,24.15,22.2391317244999,15.2,
,29,997.0,934,,,サンプル1210,,サンプル1753,,,,,,,,,, ,2023-09-06 00:00:00,1065.6,22.65,22.6921929661311,14.6,
,29,998.0,935,サンプル0522,,サンプル1211,,サンプル1754,,,,,,,,,, ,2023-09-09 00:00:00,1064.2,22.72,22.1338886726325,14.7,
,29,999.0,936,,,サンプル1212,,サンプル1755,,,,,,,,,, ,2023-09-06 00:00:00,1115.2,23.59,22.4771004411913,13.7,
,29,1000.0,937,サンプル0523,,サンプル1213,,サンプル1756,,,,,,,,,, ,2023-09-09 00:00:00,1013.9,23.39,22.8696132070362,13.9,
,29,1001.0,938,サンプル0524,,サンプル1214,,サンプル1757,,,,,,,,,, ,2023-09-06 00:00:00,1048.6,24.03,25.4804947668887,15.2,
,29,1002.0,939,,,サンプル1215,,サンプル1758,,20230819,1.0,H0014,202301011567H1567,,,,, ,20230819,1032.4,23.97,23.0797949909228,13.8,
,29,1003.0,940,サンプル0525,,,,,,20230923,1.0,H0048,202301011568H1568,,,,, ,20230923,1092.2,23.4,22.1466908739129,13.9,
,29,1004.0,941,サンプル0526,,,,,,20230915,1.0,H0023,202301011569H1569,,,,, ,20230915,1053.6,24.52,21.8626523501007,14.8,
,29,1005.0,942,サンプル0527,,,,,,20230918,1.0,H0033,202301011570H1570,,,,, ,20230918,1051.8,21.83,23.9401673098648,15.2,
,29,1006.0,943,サンプル0528,,,,,,20230919,1.0,H0040,202301011571H1571,,,,, ,20230919,1028.9,24.93,24.458800942135,15.2,
,29,1007.0,944,サンプル0529,,,,,,20230920,1.0,H0044,202301011572H1572,,,,, ,20230920,1068.6,23.39,21.6446852484932,14.5,
,29,1008.0,945,サンプル0530,,,,,,20230924,1.0,H0049,202301011573H1573,,,,, ,20230924,1000.7,22.42,22.4965631705396,13.9,
,29,1009.0,946,サンプル0531,,,,,,20230923,1.0,H0047,202301011574H1574,,,,, ,20230923,1120.6,23.93,21.2098060781906,14.6,
,29,,947,,,,,,,,,,,,,,, ,,,,,,
,29,,948,,,,,,,,,,,,,,, ,,,,,,
,29,1010.0,949,サンプル0532,,,,,,20230917,1.0,H0005,202301011575H1575,,,,, ,20230917,952.7,23.76,21.6957398701002,14.2,
,29,1011.0,950,サンプル0533,,,,,,20230917,1.0,H0005,202301011576H1576,,,,, ,20230917,1016.8,24.53,22.8175237430352,14.9,
,29,1012.0,951,サンプル0534,,,,,,20230920,1.0,H0012,202301011577H1577,,,,, ,20230920,1098.1,22.94,22.7130376936875,15.7,
,29,1013.0,952,サンプル0535,,,,,,20230903,1.0,H0002,202301011578H1578,,,,, ,20230903,1022.2,23.72,22.3151575846621,13.1,
,29,1014.0,953,サンプル0536,,,,,,20230926,1.0,H0015,202301011579H1579,,,,, ,20230926,1203.2,23.33,22.2713585517018,14.4,
,29,1015.0,954,,,,,,,20230818,1.0,H0002,202301011580H1580,,,,, ,20230818,1054.6,22.65,20.5322640796379,13.2,
,29,1016.0,955,サンプル0537,サンプル0856,,,サンプル1759,,,,,,,,,, ,,1088.0,24.52,24.207889810767,14.4,
,29,1017.0,956,サンプル0538,サンプル0857,,,サンプル1760,,,,,,,,,, ,,1006.5,24.21,23.0916943452864,14.1,
,-,,957,,,,,,,,,,,,,,, ,,,,,,
,-,,958,,,,,,,,,,,,,,, ,,,,,,
,-,,959,,,,,,,,,,,,,,, ,,,,,,
,-,,960,,,,,,,,,,,,,,, ,,,,,,
,-,,961,,,,,,,,,,,,,,, ,,,,,,
,-,,962,,,,,,,,,,,,,,, ,,,,,,
,-,,963,,,,,,,,,,,,,,, ,,,,,,
,-,,964,,,,,,,,,,,,,,, ,,,,,,
,-,,965,,,,,,,,,,,,,,, ,,,,,,
,-,,966,,,,,,,,,,,,,,, ,,,,,,
,-,,967,,,,,,,,,,,,,,, ,,,,,,
,-,,968,,,,,,,,,,,,,,, ,,,,,,
,-,,969,,,,,,,,,,,,,,, ,,,,,,
,-,,970,,,,,,,,,,,,,,, ,,,,,,
,-,,971,,,,,,,,,,,,,,, ,,,,,,
,-,,972,,,,,,,,,,,,,,, ,,,,,,
,-,,973,,,,,,,,,,,,,,, ,,,,,,
,-,,974,,,,,,,,,,,,,,, ,,,,,,
,-,,975,,,,,,,,,,,,,,, ,,,,,,
,-,,976,,,,,,,,,,,,,,, ,,,,,,
,-,,977,,,,,,,,,,,,,,, ,,,,,,
,-,,978,,,,,,,,,,,,,,, ,,,,,,
,-,,979,,,,,,,,,,,,,,, ,,,,,,
,-,,980,,,,,,,,,,,,,,, ,,,,,,
,-,,981,,,,,,,,,,,,,,, ,,,,,,
,-,,982,,,,,,,,,,,,,,, ,,,,,,
,31,767.0,983,,,,,,,20230913,1.0,H0003,202301011581H1581,,,,, ,20230913,1071.3,22.45,23.2139878782064,14.5,
,31,768.0,984,,,,,,,20230921,1.0,H0010,202301011582H1582,,,,, ,20230921,1067.0,21.66,23.6348257225477,14.0,
,31,769.0,985,,,,,,,20230924,1.0,H0013,202301011583H1583,,,,, ,20230924,1053.1,24.18,20.6171023606782,14.5,
,31,770.0,986,,,,,,,20230926,1.0,H0015,202301011584H1584,,,,, ,20230926,1132.8,23.71,23.2028015393941,15.9,
,31,771.0,987,,,,,,,20230916,1.0,H0005,202301011585H1585,,,,, ,20230916,1020.5,22.87,22.7396440104588,14.1,
,31,772.0,988,,,,,,,20231002,1.0,H0019,202301011586H1586,,,,, ,20231002,995.1,24.12,22.7714727720361,12.3,
,31,773.0,989,,,,,,,20230930,,,20230930,,,,, ,20230930,1047.4,23.66,21.1019589654584,13.5,
,31,774.0,990,,,,,,,20230920,1.0,H0008,202301011587H1587,,,,, ,20230920,988.4,24.99,22.2156167459216,13.9,
,31,775.0,991,,,,,,,20230927,1.0,H0016,202301011588H1588,,,,, ,20230927,967.9,24.11,22.7482297250485,15.2,
,31,776.0,992,,,,,,,20230925,1.0,H0014,202301011589H1589,,,,, ,20230925,1101.3,21.77,22.2408227178265,15.2,
,31,777.0,993,,,,,,,20230922,1.0,H0011,202301011590H1590,,,,, ,20230922,1068.4,23.4,22.2398420954644,14.0,
,31,778.0,994,,,,,,,20230919,1.0,H0007,202301011591H1591,,,,, ,20230919,950.2,23.95,20.7816889501688,14.5,
,31,779.0,995,,,,,,,20231005,1.0,H0022,202301011592H1592,,,,, ,20231005,1067.6,25.59,22.5689104747624,14.3,
,31,780.0,996,,,,,,,20231007,1.0,H0023,202301011593H1593,,,,, ,20231007,1077.2,21.83,21.3350371508559,13.4,
,31,781.0,997,,,,,,,20231003,1.0,H0020,202301011594H1594,,,,, ,20231003,1011.4,23.13,21.9744750853518,14.4,
,31,782.0,998,,,,,,,20230913,1.0,H0004,202301011595H1595,,,,, ,20230913,1024.0,21.62,23.2003647807773,14.6,
,31,783.0,999,,,,,,,20231001,1.0,H0018,202301011596H1596,,,,, ,20231001,1078.2,24.76,21.3464585722688,13.6,
,31,784.0,1000,,,,,,,20231004,1.0,H0021,202301011597H1597,,,,, ,20231004,1011.6,23.01,20.2724459674375,14.5,
