sample_id,year,analyzer_id,p_grA_w_ratio,p_grB_w_ratio,p_grC_w_ratio,p_grD_w_ratio,p_grE_w_ratio,p_grF_w_ratio,p_grG_w_ratio,p_grA_c_ratio,p_grB_c_ratio,p_grC_c_ratio,p_grD_c_ratio,p_grE_c_ratio,p_grF_c_ratio,p_grG_c_ratio,p_grA_count,p_grB_count,p_grC_count,p_grD_count,p_grE_count,p_grF_count,p_grG_count,s_grA_w_ratio,s_grF_w_ratio,s_grH_w_ratio,s_grC_w_ratio,s_grB_w_ratio,s_grD_w_ratio,s_grA_c_ratio,s_grF_c_ratio,s_grH_c_ratio,s_grC_c_ratio,s_grB_c_ratio,s_grD_c_ratio,s_grA_count,s_grF_count,s_grH_count,s_grC_count,s_grB_count,s_grD_count,d_grA_w_ratio,d_grI_w_ratio,d_grJ_w_ratio,d_grK_w_ratio,d_grL_w_ratio,d_grM_w_ratio,d_grE_w_ratio,d_grN_w_ratio,d_grO_w_ratio,d_grP_w_ratio,d_grQ_w_ratio,d_grR_w_ratio,d_grD_w_ratio,d_grA_c_ratio,d_grI_c_ratio,d_grJ_c_ratio,d_grK_c_ratio,d_grL_c_ratio,d_grM_c_ratio,d_grE_c_ratio,d_grN_c_ratio,d_grO_c_ratio,d_grP_c_ratio,d_grQ_c_ratio,d_grR_c_ratio,d_grD_c_ratio,d_grA_count,d_grI_count,d_grJ_count,d_grK_count,d_grL_count,d_grM_count,d_grE_count,d_grN_count,d_grO_count,d_grP_count,d_grQ_count,d_grR_count,d_grD_count,all_length_mean,all_width_mean,all_thickness_mean,all_brightness_mean,all_length_sd,all_width_sd,all_thickness_sd,all_brightness_sd,grA_length_mean,grA_width_mean,grA_thickness_mean,grA_brightness_mean,grA_length_sd,grA_width_sd,grA_thickness_sd,grA_brightness_sd,measured_count,flag_crack,flag_features
34,2024,886.0,69.5,0.0,5.4,0.0,1.6,6.6,20.0,43.1,0.0,4.9,1.5,0.0,1.1,51.0,714.0,0.0,124.0,11.0,1.0,37.0,669.0,53.8,19.1,0.0,0.0,0.1,2.4,86.3,39.9,0.0,6.2,0.3,0.0,663.0,335.0,31.0,0.0,0.0,73.0,70.5,1.2,0.0,5.1,0.0,49.5,0.0,0.2,0.2,0.0,0,0.3,6.1,70.4,3.0,5.0,4.2,2.4,25.8,1.5,0.0,0.1,9.1,0,0.4,1.7,619.0,0.0,25.0,42.0,4.0,496.0,12.0,2.0,2.0,46.0,0,0.0,56.0,5.2,2.72,2.01,23.3,0.28,0.08,0.11,2.1,5.22,2.46,2.11,21.0,0.29,0.1,0.06,1.16,1003.0,有,有
35,2024,30.0,80.0,0.0,0.0,14.2,0.0,3.7,40.0,72.2,0.8,15.7,0.0,0.0,8.2,65.1,562.0,1.0,0.0,21.0,26.0,55.0,538.0,63.6,46.6,0.0,0.0,0.0,6.6,67.8,44.8,2.0,0.0,0.3,4.6,531.0,469.0,0.0,0.0,0.0,72.0,72.1,6.5,9.6,4.0,0.0,7.8,0.0,0.1,0.0,6.7,0,0.0,0.0,75.8,2.0,1.2,5.2,3.1,35.1,0.2,0.5,0.0,2.7,0,0.0,1.4,595.0,29.0,43.0,0.0,20.0,281.0,0.0,4.0,1.0,0.0,0,4.0,0.0,5.26,2.79,2.02,21.6,0.28,0.08,0.08,2.0,2.8,2.89,1.97,22.5,0.19,0.08,0.08,0.95,1085.0,有,有
36,2024,526.0,34.7,0.0,5.1,0.0,0.5,5.5,25.1,32.1,0.1,0.0,7.2,0.8,0.0,17.9,504.0,0.0,0.0,83.0,3.0,65.0,189.0,71.2,25.5,0.0,5.7,0.0,9.1,60.8,57.5,1.2,0.0,0.2,2.0,838.0,309.0,0.0,56.0,0.0,7.0,54.4,4.4,7.2,0.0,3.6,36.8,1.8,0.0,0.1,1.4,0,0.0,9.3,46.7,1.7,3.0,6.6,2.4,15.7,0.0,0.2,0.0,2.1,0,0.1,0.0,348.0,22.0,57.0,37.0,30.0,497.0,26.0,1.0,1.0,0.0,0,8.0,21.0,5.25,2.69,2.03,21.5,0.19,0.09,0.1,2.0,5.79,2.01,1.79,17.4,0.2,0.07,0.05,2.02,958.0,有,有
37,2024,846.0,45.8,0.3,11.0,0.0,0.3,0.0,37.6,65.4,0.0,7.1,2.3,1.8,2.2,49.7,361.0,1.0,95.0,40.0,2.0,0.0,440.0,48.4,34.6,1.6,2.8,0.1,14.3,56.9,18.7,1.0,0.0,0.0,0.0,568.0,306.0,32.0,96.0,0.0,88.0,47.9,3.8,2.1,0.0,0.0,29.6,0.0,0.2,0.1,3.6,0,0.3,8.6,40.2,1.8,0.0,3.0,0.0,47.4,0.0,0.0,0.0,11.6,0,0.0,0.2,866.0,18.0,114.0,0.0,23.0,380.0,0.0,4.0,1.0,59.0,0,1.0,0.0,5.23,2.75,2.03,20.7,0.41,0.06,0.09,1.9,3.1,1.95,1.82,19.6,0.29,0.05,0.08,1.5,991.0,有,有
38,2024,155.0,82.4,0.8,3.1,0.0,0.0,4.2,31.8,45.1,0.4,11.1,6.6,0.7,2.8,46.2,591.0,0.0,137.0,93.0,22.0,17.0,321.0,87.0,36.5,0.4,11.2,0.1,0.0,28.1,31.7,1.2,0.0,0.3,9.8,575.0,306.0,34.0,125.0,6.0,37.0,44.1,3.6,3.5,0.0,3.6,10.9,0.6,0.0,0.0,4.2,0,0.0,0.0,42.3,1.8,0.0,0.0,0.7,21.4,1.7,0.5,0.2,0.5,0,0.1,0.0,527.0,50.0,14.0,56.0,7.0,156.0,13.0,3.0,1.0,39.0,0,0.0,30.0,5.27,2.75,2.03,23.8,0.19,0.09,0.06,2.2,3.66,1.97,1.95,19.3,0.15,0.04,0.07,1.48,1005.0,有,有
39,2024,58.0,66.6,0.2,7.2,17.8,0.0,5.4,21.4,36.8,0.2,0.0,1.9,0.1,5.1,30.0,576.0,3.0,0.0,14.0,2.0,12.0,254.0,77.1,43.5,0.0,5.6,0.0,12.7,41.8,40.0,0.1,0.0,0.0,0.2,691.0,280.0,25.0,85.0,3.0,6.0,69.3,0.7,0.0,4.1,0.2,22.0,0.6,0.2,0.0,0.0,0,0.0,5.2,80.6,5.6,3.5,2.5,0.0,18.0,0.4,0.3,0.2,0.0,0,0.1,0.0,713.0,39.0,11.0,84.0,17.0,267.0,22.0,2.0,2.0,0.0,0,0.0,174.0,5.32,2.79,2.02,20.4,0.32,0.08,0.06,2.2,4.24,2.89,2.2,24.9,0.3,0.05,0.08,0.55,1002.0,有,有
40,2024,280.0,62.5,0.4,12.6,7.1,0.0,7.5,23.0,51.0,0.0,0.6,14.0,0.9,3.5,38.9,477.0,1.0,0.0,42.0,0.0,38.0,554.0,70.4,43.2,0.3,7.6,0.0,3.1,72.6,58.4,0.0,17.6,0.0,7.5,720.0,450.0,21.0,95.0,4.0,13.0,56.8,6.6,0.2,5.3,2.7,35.3,1.1,0.1,0.0,0.0,0,0.2,10.4,50.5,0.0,2.4,5.6,0.0,43.6,1.3,0.0,0.0,2.4,0,0.3,0.0,386.0,76.0,27.0,5.0,13.0,339.0,8.0,0.0,1.0,50.0,0,2.0,94.0,5.22,2.72,2.09,21.5,0.31,0.08,0.08,2.3,3.27,2.89,1.28,18.2,0.19,0.08,0.07,1.52,1151.0,有,無
41,2024,763.0,46.1,0.4,1.3,0.0,2.7,0.0,26.8,31.9,0.1,9.2,0.5,0.0,0.0,21.7,736.0,3.0,0.0,0.0,29.0,72.0,545.0,40.5,23.2,0.0,8.2,0.4,0.0,72.4,39.5,3.3,0.0,0.3,3.6,351.0,322.0,4.0,66.0,1.0,91.0,34.5,0.8,0.0,2.8,1.0,33.1,3.1,0.3,0.2,0.0,0,0.2,0.0,64.4,4.9,2.7,2.4,0.6,43.1,1.6,0.3,0.2,4.8,0,0.0,0.0,380.0,58.0,41.0,37.0,26.0,351.0,0.0,3.0,0.0,0.0,0,0.0,0.0,5.54,2.73,2.07,23.4,0.35,0.07,0.09,2.3,5.79,1.45,1.63,22.1,0.18,0.08,0.06,1.56,1014.0,有,有
42,2024,25.0,62.9,0.0,6.6,2.2,3.2,2.2,32.1,35.2,0.0,7.6,0.0,1.0,3.8,30.2,809.0,4.0,29.0,9.0,16.0,0.0,472.0,56.9,41.1,0.0,5.4,0.1,3.4,50.1,35.4,1.9,0.0,0.0,11.7,728.0,327.0,1.0,0.0,0.0,59.0,43.9,1.5,6.0,0.7,0.0,26.9,0.6,0.3,0.1,0.0,0,0.2,0.0,54.6,1.6,5.7,2.2,0.0,19.8,0.0,0.1,0.1,0.0,0,0.5,8.0,576.0,11.0,40.0,19.0,35.0,358.0,43.0,3.0,0.0,0.0,0,0.0,0.0,5.4,2.79,2.06,23.0,0.36,0.1,0.07,2.3,5.79,2.33,2.02,22.3,0.15,0.06,0.07,1.51,1148.0,有,有
43,2024,409.0,88.7,0.2,0.0,3.5,0.7,3.5,44.8,36.1,0.4,3.5,7.9,0.0,0.4,23.0,647.0,0.0,76.0,67.0,0.0,18.0,425.0,54.0,29.3,1.6,1.1,0.2,0.0,49.9,53.0,1.4,0.0,0.0,5.7,567.0,149.0,13.0,0.0,0.0,41.0,25.0,1.5,5.3,1.9,0.0,38.0,1.9,0.2,0.0,8.7,0,0.1,6.4,65.1,0.0,3.5,0.6,1.1,27.5,1.6,0.3,0.0,0.0,0,0.1,0.0,783.0,30.0,12.0,18.0,0.0,391.0,5.0,11.0,1.0,66.0,0,0.0,121.0,5.04,2.73,2.07,24.4,0.29,0.08,0.08,2.1,5.79,2.89,1.6,18.5,0.26,0.06,0.1,1.72,1010.0,有,有
44,2024,1058.0,24.4,0.0,0.2,17.7,0.2,0.0,35.6,52.0,0.5,1.0,7.9,0.0,2.3,47.3,678.0,2.0,0.0,61.0,0.0,25.0,209.0,45.8,48.5,1.5,0.0,0.0,0.0,51.1,7.3,1.6,0.0,0.0,1.0,559.0,256.0,26.0,26.0,3.0,29.0,58.8,0.2,4.4,1.5,0.0,30.3,2.9,0.1,0.0,6.0,0,0.0,0.2,58.7,3.4,6.7,2.2,1.9,25.6,0.0,0.3,0.1,0.0,0,0.0,9.4,630.0,42.0,47.0,41.0,10.0,494.0,33.0,1.0,0.0,0.0,0,4.0,0.0,5.25,2.77,2.01,21.3,0.21,0.08,0.1,2.3,3.78,1.78,2.2,18.1,0.2,0.06,0.06,1.31,987.0,有,有
45,2024,609.0,46.3,0.2,9.5,6.7,2.5,0.0,34.7,53.4,0.5,5.1,0.0,1.6,3.0,41.2,726.0,0.0,122.0,0.0,13.0,0.0,532.0,68.5,51.2,2.3,0.0,0.0,5.4,59.0,57.8,2.5,0.0,0.0,4.4,387.0,673.0,37.0,0.0,5.0,103.0,41.3,1.0,0.0,2.3,1.2,32.6,2.1,0.3,0.0,0.0,0,0.2,8.9,61.2,6.3,0.0,2.7,0.8,43.1,0.0,0.6,0.0,8.6,0,0.0,2.6,391.0,15.0,66.0,39.0,2.0,273.0,0.0,4.0,0.0,70.0,0,4.0,70.0,5.13,2.76,1.99,23.6,0.31,0.09,0.09,2.3,4.28,2.89,1.94,18.3,0.22,0.04,0.03,1.46,1002.0,有,有
46,2024,1104.0,64.2,0.0,0.0,4.1,0.0,3.8,34.9,59.5,0.1,10.9,0.0,1.5,3.7,29.0,482.0,4.0,14.0,49.0,1.0,37.0,393.0,51.9,12.0,3.0,0.0,0.0,6.4,40.0,19.1,3.0,1.0,0.0,11.7,741.0,489.0,37.0,118.0,0.0,129.0,30.0,0.1,5.0,0.1,2.3,24.6,0.0,0.2,0.0,0.0,0,0.0,0.0,52.1,5.0,8.0,4.7,1.5,32.7,1.7,0.0,0.2,3.5,0,0.5,0.0,433.0,1.0,24.0,34.0,12.0,198.0,30.0,3.0,1.0,7.0,0,1.0,0.0,5.16,2.76,2.06,24.3,0.5,0.08,0.08,2.2,4.93,2.89,1.75,22.8,0.25,0.05,0.05,1.78,1153.0,有,有
47,2024,626.0,82.8,0.3,0.0,4.1,2.0,1.3,55.6,70.3,0.1,3.7,0.0,1.6,2.0,45.2,359.0,2.0,26.0,27.0,14.0,0.0,283.0,73.7,38.9,2.5,0.0,0.1,10.7,73.7,38.6,0.5,9.2,0.2,10.2,585.0,489.0,20.0,0.0,3.0,76.0,76.3,3.3,7.1,0.6,2.0,19.4,0.6,0.4,0.0,0.0,0,0.5,0.0,64.0,0.0,4.9,0.7,1.5,30.9,0.0,0.6,0.1,0.0,0,0.3,0.0,523.0,32.0,9.0,13.0,11.0,248.0,0.0,7.0,0.0,3.0,0,0.0,59.0,5.3,2.71,2.06,22.9,0.29,0.1,0.08,3.0,5.19,2.2,2.2,21.8,0.19,0.1,0.04,1.15,992.0,有,有
48,2024,826.0,80.3,0.6,0.0,0.0,0.0,1.1,30.4,62.6,0.2,7.0,11.2,1.6,1.7,34.2,422.0,1.0,26.0,62.0,0.0,0.0,522.0,80.5,51.3,0.0,0.0,0.0,3.4,61.9,45.8,0.9,0.0,0.2,9.3,583.0,490.0,26.0,0.0,3.0,22.0,31.6,5.2,1.6,0.9,1.4,30.4,1.8,0.3,0.0,8.7,0,0.0,6.5,52.6,0.6,0.7,1.1,0.1,33.3,1.2,0.0,0.0,5.2,0,0.2,0.0,440.0,19.0,25.0,17.0,2.0,185.0,0.0,0.0,1.0,0.0,0,1.0,84.0,5.28,2.7,2.07,21.4,0.28,0.08,0.11,2.3,5.79,2.89,0.55,21.6,0.21,0.09,0.08,0.91,1081.0,有,有
49,2024,724.0,70.7,0.0,13.0,6.0,1.8,3.2,56.2,56.9,0.7,7.0,4.5,0.6,2.8,46.5,581.0,0.0,0.0,56.0,5.0,8.0,462.0,54.7,31.7,0.0,1.0,0.0,0.0,58.8,51.5,0.5,1.5,0.0,10.9,741.0,384.0,0.0,23.0,4.0,0.0,72.9,1.0,5.7,5.6,2.6,20.3,1.2,0.2,0.0,0.0,0,0.3,10.4,46.6,5.6,9.1,1.3,1.2,36.0,0.6,0.0,0.0,11.8,0,0.8,7.4,682.0,58.0,73.0,0.0,32.0,318.0,0.0,3.0,0.0,0.0,0,4.0,44.0,5.17,2.7,1.97,21.6,0.31,0.1,0.08,2.6,3.88,2.22,2.2,22.5,0.24,0.08,0.08,1.14,1043.0,有,有
50,2024,831.0,39.0,0.1,0.7,0.0,1.2,1.8,40.3,58.3,0.2,1.3,2.8,0.7,7.5,23.1,600.0,1.0,0.0,13.0,0.0,14.0,422.0,74.3,35.5,1.6,1.8,0.0,1.7,81.0,47.2,0.0,1.3,0.1,5.3,534.0,383.0,0.0,0.0,1.0,37.0,78.8,6.3,0.3,1.8,2.6,34.4,0.0,0.1,0.1,8.4,0,0.0,5.9,78.3,4.7,4.3,3.1,1.5,19.7,0.0,0.6,0.3,17.1,0,0.0,0.0,645.0,11.0,0.0,42.0,17.0,324.0,26.0,1.0,2.0,14.0,0,0.0,0.0,5.36,2.74,2.04,23.0,0.4,0.09,0.07,2.1,5.79,2.35,2.0,24.9,0.18,0.06,0.09,0.92,1068.0,有,有
51,2024,848.0,61.8,0.2,0.3,2.7,0.9,0.0,30.9,34.8,0.7,1.4,5.1,0.0,11.5,25.4,502.0,1.0,0.0,0.0,0.0,38.0,243.0,61.2,54.8,0.4,0.5,0.0,1.2,62.4,59.1,0.1,0.0,0.0,0.0,675.0,529.0,30.0,0.0,0.0,48.0,88.7,2.3,4.2,0.0,3.5,33.4,0.9,0.2,0.2,0.0,0,0.0,0.0,42.3,1.2,7.0,0.0,0.0,28.5,0.1,0.0,0.2,0.0,0,0.4,9.9,313.0,0.0,52.0,7.0,0.0,468.0,19.0,0.0,0.0,7.0,0,0.0,80.0,5.0,2.73,2.07,21.0,0.37,0.09,0.1,2.4,4.92,2.59,2.2,22.7,0.2,0.05,0.07,1.6,1062.0,有,有
52,2024,146.0,62.1,0.1,6.1,0.0,2.3,5.4,9.0,70.4,0.1,8.1,0.0,2.6,4.8,33.7,646.0,0.0,145.0,0.0,0.0,4.0,599.0,81.5,15.2,0.0,3.0,0.4,0.0,55.2,18.6,1.8,0.0,0.2,3.0,500.0,396.0,16.0,0.0,1.0,37.0,76.8,3.6,2.8,0.0,2.2,45.4,1.6,0.3,0.0,0.0,0,0.0,4.3,63.4,4.5,5.7,4.6,0.0,49.2,0.0,0.3,0.1,0.0,0,0.2,0.0,744.0,12.0,11.0,48.0,11.0,327.0,14.0,3.0,2.0,0.0,0,0.0,112.0,5.4,2.78,2.01,23.3,0.37,0.09,0.08,2.3,5.32,2.68,2.2,21.7,0.19,0.06,0.04,2.13,1063.0,有,有
53,2024,154.0,57.7,0.0,11.2,10.9,1.8,0.0,41.0,59.2,0.4,7.7,0.0,3.1,2.3,46.7,866.0,2.0,73.0,60.0,0.0,60.0,407.0,69.0,28.2,2.0,0.0,0.5,0.0,72.9,56.9,0.0,12.3,0.1,5.8,566.0,517.0,0.0,0.0,0.0,69.0,49.1,4.6,3.0,0.4,3.6,15.8,1.0,0.1,0.0,0.0,0,0.0,0.0,39.8,2.3,5.1,6.8,1.0,24.0,1.7,0.0,0.2,9.6,0,0.4,5.2,519.0,8.0,0.0,0.0,20.0,384.0,13.0,5.0,1.0,16.0,0,3.0,0.0,5.31,2.72,2.02,22.2,0.28,0.09,0.08,2.8,5.79,2.89,1.69,14.8,0.12,0.08,0.07,1.16,990.0,有,有
54,2024,992.0,57.5,0.0,0.0,2.5,1.5,3.1,37.5,47.3,0.3,0.0,0.0,0.0,6.5,34.5,591.0,3.0,0.0,34.0,17.0,77.0,306.0,61.0,60.1,1.4,0.3,0.1,0.0,46.2,44.9,0.0,5.2,0.0,1.2,497.0,204.0,24.0,94.0,5.0,0.0,50.5,1.1,5.0,5.6,0.0,32.6,0.0,0.4,0.1,9.3,0,0.5,4.4,60.6,0.0,1.5,0.0,0.6,36.6,0.3,0.3,0.0,1.9,0,0.0,0.0,533.0,5.0,53.0,0.0,32.0,195.0,38.0,2.0,2.0,0.0,0,6.0,131.0,5.48,2.74,2.01,22.4,0.28,0.09,0.1,1.6,5.1,2.57,2.2,18.6,0.12,0.05,0.05,1.86,996.0,有,有
55,2024,995.0,48.1,0.0,3.6,0.0,0.0,1.2,24.8,17.3,0.3,0.0,0.0,1.2,1.4,29.1,585.0,4.0,125.0,54.0,5.0,0.0,443.0,54.3,24.5,0.8,5.5,0.0,0.0,40.8,54.3,0.0,0.0,0.3,3.4,477.0,559.0,0.0,21.0,5.0,39.0,59.6,0.0,1.7,0.0,2.7,31.6,0.0,0.1,0.1,0.0,0,0.0,2.0,63.0,1.4,4.0,7.2,0.0,14.2,1.3,0.2,0.0,5.3,0,0.0,5.6,644.0,64.0,7.0,73.0,4.0,256.0,53.0,4.0,1.0,0.0,0,3.0,34.0,5.36,2.77,2.11,22.5,0.36,0.08,0.1,2.5,3.94,2.66,1.35,24.5,0.14,0.07,0.08,1.12,1004.0,有,有
56,2024,528.0,79.7,0.1,0.0,8.8,0.0,0.6,20.2,75.7,0.2,13.0,5.8,0.0,5.2,36.4,678.0,0.0,114.0,140.0,7.0,15.0,550.0,52.3,35.7,1.5,0.0,0.4,1.3,62.0,29.5,2.1,0.0,0.2,0.0,408.0,393.0,1.0,66.0,0.0,52.0,34.5,2.2,3.0,8.1,0.7,19.9,0.1,0.2,0.0,6.6,0,0.3,3.8,84.9,4.9,5.1,3.8,3.4,30.4,2.3,0.0,0.0,1.3,0,0.0,4.8,813.0,11.0,47.0,24.0,26.0,238.0,0.0,0.0,0.0,0.0,0,2.0,130.0,5.17,2.75,2.04,22.2,0.21,0.09,0.08,2.2,5.79,2.6,1.68,24.9,0.2,0.09,0.08,1.87,964.0,有,有
57,2024,149.0,85.6,0.0,0.0,4.8,1.1,0.5,34.8,50.6,0.1,8.4,5.3,0.7,9.8,45.6,786.0,3.0,67.0,89.0,21.0,49.0,287.0,47.9,5.4,0.0,0.0,0.5,0.0,27.4,35.1,1.3,0.0,0.1,4.5,435.0,652.0,43.0,22.0,1.0,4.0,64.2,0.0,6.6,7.4,0.1,9.8,0.3,0.4,0.0,4.9,0,0.2,7.0,70.6,0.0,5.5,2.5,2.5,29.0,0.0,0.4,0.0,0.8,0,0.1,11.8,601.0,8.0,0.0,41.0,0.0,340.0,40.0,2.0,3.0,0.0,0,1.0,0.0,5.33,2.73,2.06,22.5,0.32,0.11,0.07,2.4,4.93,2.89,1.44,20.1,0.18,0.06,0.06,1.65,1079.0,有,有
58,2024,765.0,58.7,0.1,0.0,7.0,0.3,8.5,38.7,48.5,0.0,0.0,0.0,0.9,7.5,45.7,664.0,5.0,0.0,0.0,25.0,22.0,482.0,51.1,39.1,2.7,9.8,0.7,2.1,40.3,58.8,4.1,0.0,0.0,6.5,635.0,347.0,33.0,11.0,0.0,0.0,84.9,0.2,3.0,1.4,0.0,11.6,0.0,0.1,0.1,0.0,0,0.0,0.0,53.5,5.4,3.2,0.0,1.2,26.1,3.1,0.8,0.0,7.7,0,0.6,0.0,327.0,3.0,37.0,7.0,17.0,238.0,30.0,3.0,0.0,0.0,0,2.0,19.0,5.18,2.75,2.12,23.2,0.22,0.09,0.07,2.1,4.7,2.22,1.98,17.7,0.27,0.05,0.09,1.4,1081.0,有,有
59,2024,433.0,88.7,0.3,0.0,0.0,0.0,5.2,28.7,43.9,0.3,0.0,9.9,0.0,1.6,58.1,625.0,4.0,71.0,0.0,6.0,73.0,290.0,71.3,24.9,0.0,11.8,0.0,3.8,56.7,51.7,0.0,0.0,0.2,5.2,672.0,406.0,41.0,0.0,2.0,0.0,57.7,1.7,4.6,3.6,1.8,31.2,1.9,0.4,0.0,0.0,0,0.2,11.9,60.1,0.5,7.7,3.5,0.5,37.9,0.9,0.0,0.2,12.6,0,0.0,0.0,573.0,16.0,43.0,40.0,13.0,397.0,37.0,6.0,0.0,101.0,0,0.0,37.0,5.33,2.73,2.05,21.9,0.2,0.08,0.1,2.1,3.65,1.36,1.24,24.9,0.17,0.07,0.03,1.26,1074.0,有,有
60,2024,661.0,68.1,0.0,3.4,0.0,0.0,0.0,26.5,50.7,0.3,0.0,0.0,1.2,0.0,43.4,453.0,3.0,71.0,4.0,23.0,47.0,282.0,61.5,40.0,0.0,0.0,0.3,7.3,55.8,49.3,1.4,6.3,0.3,5.5,748.0,632.0,29.0,0.0,0.0,27.0,56.9,5.2,9.5,1.8,0.0,20.8,0.0,0.1,0.1,8.8,0,0.3,1.4,52.3,2.6,4.6,6.6,0.4,39.5,3.4,0.4,0.1,0.0,0,0.0,9.5,507.0,18.0,4.0,18.0,26.0,454.0,4.0,4.0,1.0,0.0,0,5.0,0.0,5.29,2.73,2.11,23.5,0.33,0.08,0.08,1.8,4.71,2.89,2.2,19.2,0.26,0.09,0.1,0.87,1082.0,有,有
61,2024,704.0,42.7,0.2,0.8,0.0,0.0,0.0,35.6,79.7,0.3,0.0,0.0,1.5,4.4,53.9,441.0,5.0,0.0,27.0,24.0,60.0,337.0,81.2,32.9,0.5,2.6,0.1,0.0,63.7,37.0,1.6,0.0,0.5,4.3,395.0,429.0,0.0,0.0,3.0,0.0,42.2,1.0,6.8,3.3,2.5,33.6,0.0,0.3,0.2,0.3,0,0.0,1.7,37.4,0.7,0.0,0.0,2.3,23.2,0.0,0.2,0.0,4.7,0,0.1,0.9,778.0,43.0,46.0,30.0,0.0,177.0,0.0,1.0,3.0,0.0,0,3.0,156.0,5.16,2.78,2.01,24.0,0.24,0.09,0.07,2.0,5.79,1.64,1.96,20.6,0.25,0.08,0.06,1.31,1056.0,有,有
62,2024,176.0,47.8,0.5,0.0,9.2,0.2,6.9,28.0,77.3,0.0,9.8,6.4,0.0,1.1,49.9,664.0,0.0,56.0,0.0,37.0,18.0,494.0,86.7,36.2,1.0,0.0,0.4,10.5,48.3,39.4,3.6,4.1,0.4,8.7,866.0,348.0,14.0,0.0,4.0,0.0,78.0,0.9,3.6,0.0,1.9,34.9,1.2,0.3,0.1,11.7,0,0.0,12.5,31.4,0.3,1.3,1.4,0.0,16.3,2.8,0.4,0.2,10.6,0,0.0,0.0,373.0,19.0,90.0,61.0,17.0,357.0,0.0,0.0,4.0,21.0,0,0.0,0.0,5.29,2.73,2.02,20.2,0.19,0.07,0.06,2.1,4.35,2.16,1.9,20.4,0.17,0.08,0.09,1.49,988.0,有,有
63,2024,298.0,68.6,0.3,3.2,9.5,2.4,5.9,20.1,47.2,0.0,3.1,16.2,0.2,4.9,48.4,787.0,2.0,0.0,79.0,0.0,18.0,410.0,68.4,54.5,0.9,3.4,0.0,1.4,64.5,44.3,0.2,2.4,0.3,0.0,586.0,716.0,0.0,123.0,6.0,19.0,61.9,0.0,8.5,4.7,4.6,12.1,0.6,0.3,0.2,0.0,0,0.0,4.5,63.1,0.0,6.8,0.0,4.8,36.9,3.9,0.4,0.0,0.9,0,0.0,0.0,574.0,92.0,49.0,12.0,27.0,338.0,19.0,1.0,0.0,168.0,0,4.0,5.0,5.55,2.69,2.03,25.3,0.42,0.07,0.11,3.0,5.79,2.17,2.2,17.8,0.12,0.09,0.04,1.61,1002.0,有,有
64,2024,467.0,53.6,0.0,0.0,2.9,0.4,11.4,42.9,46.1,0.1,0.0,5.8,1.5,3.3,41.0,287.0,0.0,0.0,34.0,0.0,0.0,354.0,66.7,34.1,0.4,0.0,0.0,7.2,44.8,65.9,2.0,0.0,0.1,1.4,530.0,428.0,24.0,59.0,0.0,66.0,62.9,2.8,1.2,2.8,0.0,35.8,0.7,0.1,0.0,2.5,0,0.4,0.0,63.8,0.0,4.3,3.6,2.1,37.6,3.0,0.3,0.3,13.4,0,0.0,8.8,454.0,59.0,33.0,56.0,1.0,500.0,0.0,1.0,0.0,0.0,0,4.0,5.0,5.57,2.76,2.1,22.7,0.37,0.08,0.08,2.0,5.79,2.66,2.2,13.5,0.26,0.08,0.08,2.05,1079.0,有,有
65,2024,264.0,44.2,0.0,0.0,4.8,0.0,1.9,34.5,63.6,0.3,1.1,5.4,0.0,0.0,31.1,572.0,3.0,44.0,88.0,10.0,77.0,458.0,35.7,34.3,0.6,0.0,0.0,12.6,59.3,42.4,1.1,0.0,0.2,0.0,498.0,587.0,0.0,63.0,4.0,0.0,37.2,3.1,5.1,4.2,1.6,27.5,0.7,0.6,0.0,0.0,0,0.4,0.0,61.6,0.0,0.3,1.4,0.0,13.3,0.9,0.5,0.0,5.4,0,0.3,0.0,806.0,11.0,43.0,0.0,2.0,299.0,9.0,0.0,1.0,193.0,0,0.0,97.0,5.31,2.74,1.98,22.0,0.28,0.07,0.08,2.0,4.5,2.74,2.2,24.9,0.2,0.07,0.04,1.81,1002.0,有,有
66,2024,23.0,54.6,0.1,0.0,0.0,1.7,7.0,6.1,59.3,0.0,8.7,0.0,2.1,0.0,36.7,343.0,4.0,6.0,0.0,46.0,29.0,179.0,70.6,27.4,4.2,0.0,0.4,6.2,61.3,40.5,0.0,0.0,0.5,0.0,508.0,419.0,35.0,8.0,1.0,15.0,55.2,4.1,1.5,2.8,0.1,35.2,0.8,0.1,0.2,9.4,0,0.3,12.3,76.3,4.0,0.2,4.2,0.9,40.4,3.9,0.2,0.1,3.4,0,0.3,0.1,512.0,108.0,45.0,29.0,16.0,135.0,1.0,2.0,0.0,131.0,0,1.0,28.0,5.51,2.78,2.04,21.8,0.29,0.08,0.06,1.9,5.79,2.39,2.08,23.4,0.3,0.09,0.07,1.39,1051.0,有,有
